segment,final_flag,score_version,intent_level,zc_level,n_samples,total_principal,total_overdue,amount_overdue_rate,head_risk_count,head_risk_rate
流失户,DEV-OOS,model_score,高意愿,6,245042,1.1119149e+07,523866.5,0.04711390286684036,153,0.000624382758873989
流失户,DEV-OOS,model_score,高意愿,7,37717,1.3720214e+06,72112.98,0.052559658885002136,28,0.0007423708142217037
流失户,DEV-OOS,model_score,低意愿,合计,770795,2.518384e+06,70844.38,0.02813088893890381,14,1.8163065406495892e-05
流失户,DEV-OOS,model_score,中意愿,合计,770792,8.499628e+06,206284.2,0.024269791319966316,48,6.227360948219494e-05
流失户,DEV-OOS,model_score,高意愿,合计,770793,9.0406296e+07,2.6638712e+06,0.029465550556778908,643,0.000834205811417592
流失户,DEV-OOS,model_score,合计,1,36861,2.1985704e+07,410480.5,0.0186703372746706,58,0.0015734787444724777
流失户,DEV-OOS,model_score,合计,2,92292,2.1251892e+07,609792.1,0.0286935456097126,111,0.0012027044597581588
流失户,DEV-OOS,model_score,合计,3,162755,1.7424018e+07,589962.6,0.03385915979743004,132,0.0008110349912445086
流失户,DEV-OOS,model_score,合计,4,133714,7.341232e+06,167918.44,0.02287333272397518,56,0.00041880431368443097
流失户,DEV-OOS,model_score,合计,5,325973,1.4241222e+07,374161.5,0.026273131370544434,124,0.0003803996036481549
流失户,DEV-OOS,model_score,合计,6,1005988,1.5958936e+07,679987.0,0.04260854050517082,181,0.00017992262333149103
流失户,DEV-OOS,model_score,合计,7,554797,3.2213038e+06,108697.54,0.03374333679676056,43,7.750582645544226e-05
流失户,DEV-OOS,model_score,合计,合计,2312380,1.014243e+08,2.9409998e+06,0.028996992856264114,705,0.00030488068570044716
流失户,DEV-OOS,gcard_v2,低意愿,1,1165,6000.0,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v2,低意愿,2,3656,20084.719,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v2,低意愿,3,16363,149966.28,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v2,低意愿,4,24770,171419.47,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v2,低意愿,5,66084,728404.7,25346.23,0.034796908497810364,5,7.566127958356032e-05
流失户,DEV-OOS,gcard_v2,低意愿,6,382903,1.8177899e+06,32878.46,0.018087051808834076,11,2.872790236691799e-05
流失户,DEV-OOS,gcard_v2,低意愿,7,275826,302937.62,3451.16,0.011392312124371529,1,3.625474030729518e-06
流失户,DEV-OOS,gcard_v2,中意愿,1,3347,325732.34,8241.93,0.025302767753601074,1,0.00029877502240812666
流失户,DEV-OOS,gcard_v2,中意愿,2,18508,1.3042391e+06,63072.79,0.04835983365774155,8,0.0004322455154527772
流失户,DEV-OOS,gcard_v2,中意愿,3,48941,2.3251098e+06,170543.16,0.07334843277931213,9,0.00018389489385178072
流失户,DEV-OOS,gcard_v2,中意愿,4,48771,1.4736254e+06,40314.05,0.027357054874300957,8,0.00016403190420536794
流失户,DEV-OOS,gcard_v2,中意愿,5,125312,3.08934e+06,52813.67,0.017095454037189484,15,0.00011970122574055159
流失户,DEV-OOS,gcard_v2,中意愿,6,362502,3.2929755e+06,121897.06,0.037017300724983215,21,5.7930714865021436e-05
流失户,DEV-OOS,gcard_v2,中意愿,7,163386,511242.4,10269.79,0.02008790709078312,4,2.4481901754128262e-05
流失户,DEV-OOS,gcard_v2,高意愿,1,32336,2.165397e+07,402238.56,0.018575742840766907,57,0.0017627412172191983
流失户,DEV-OOS,gcard_v2,高意愿,2,70106,1.9927568e+07,546719.3,0.02743532508611679,103,0.0014692037771374775
流失户,DEV-OOS,gcard_v2,高意愿,3,97438,1.4948943e+07,419419.5,0.028056800365447998,123,0.0012623411810587246
流失户,DEV-OOS,gcard_v2,高意愿,4,60147,5.696187e+06,127604.39,0.02240172028541565,48,0.0007980447902638535
流失户,DEV-OOS,gcard_v2,高意愿,5,134573,1.0423477e+07,296001.6,0.028397586196660995,104,0.0007728147548170881
流失户,DEV-OOS,gcard_v2,高意愿,6,260582,1.084817e+07,525211.44,0.048414748162031174,149,0.0005717969775349026
流失户,DEV-OOS,gcard_v2,高意愿,7,115585,2.4071235e+06,94976.586,0.03945646435022354,38,0.00032876238266211014
流失户,DEV-OOS,gcard_v2,低意愿,合计,770767,3.1966025e+06,61675.85,0.019294189289212227,17,2.205595205814468e-05
流失户,DEV-OOS,gcard_v2,中意愿,合计,770767,1.2322264e+07,467152.47,0.03791125491261482,66,8.562899034338522e-05
流失户,DEV-OOS,gcard_v2,高意愿,合计,770767,8.590544e+07,2.4121715e+06,0.028079379349946976,622,0.0008069883635391759
流失户,DEV-OOS,gcard_v2,合计,1,36848,2.1985704e+07,410480.5,0.0186703372746706,58,0.0015740338688666957
流失户,DEV-OOS,gcard_v2,合计,2,92270,2.1251892e+07,609792.1,0.0286935456097126,111,0.0012029912214154112
流失户,DEV-OOS,gcard_v2,合计,3,162742,1.7424018e+07,589962.6,0.03385915979743004,132,0.0008110997775620307
流失户,DEV-OOS,gcard_v2,合计,4,133688,7.341232e+06,167918.44,0.02287333272397518,56,0.0004188857638681108
流失户,DEV-OOS,gcard_v2,合计,5,325969,1.4241222e+07,374161.5,0.026273131370544434,124,0.00038040427157183656
流失户,DEV-OOS,gcard_v2,合计,6,1005987,1.5958936e+07,679987.0,0.04260854050517082,181,0.00017992280218332842
流失户,DEV-OOS,gcard_v2,合计,7,554797,3.2213038e+06,108697.54,0.03374333679676056,43,7.750582645544226e-05
流失户,DEV-OOS,gcard_v2,合计,合计,2312301,1.014243e+08,2.9409998e+06,0.028996992856264114,705,0.0003048911019802353
流失户,DEV-OOS,gcard_v4,低意愿,1,1318,10074.359,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v4,低意愿,2,8920,214901.03,1162.87,0.005411188583821058,5,0.0005605381165919282
流失户,DEV-OOS,gcard_v4,低意愿,3,29855,1.0075661e+06,21919.23,0.021754631772637367,5,0.00016747613465081226
流失户,DEV-OOS,gcard_v4,低意愿,4,36913,746610.2,9247.42,0.012385874055325985,6,0.0001625443610652074
流失户,DEV-OOS,gcard_v4,低意愿,5,91875,1.8314098e+06,27924.57,0.015247581526637077,12,0.00013061224489795917
流失户,DEV-OOS,gcard_v4,低意愿,6,369816,3.0389632e+06,71393.65,0.023492764681577682,23,6.219309061803707e-05
流失户,DEV-OOS,gcard_v4,低意愿,7,260431,792804.4,37896.22,0.047800213098526,9,3.4558097922290356e-05
流失户,DEV-OOS,gcard_v4,中意愿,1,2422,142373.42,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v4,中意愿,2,9554,891782.7,27989.08,0.03138553723692894,6,0.0006280092108017584
流失户,DEV-OOS,gcard_v4,中意愿,3,29781,1.4229162e+06,25521.44,0.017936009913682938,7,0.0002350491924381317
流失户,DEV-OOS,gcard_v4,中意愿,4,29435,915541.1,29713.281,0.03245433792471886,5,0.00016986580601324953
流失户,DEV-OOS,gcard_v4,中意愿,5,98707,3.3913602e+06,92919.03,0.02739875018596649,18,0.00018235788748518342
流失户,DEV-OOS,gcard_v4,中意愿,6,362959,4.2145815e+06,137704.4,0.03267332911491394,28,7.714369942610598e-05
流失户,DEV-OOS,gcard_v4,中意愿,7,209558,920674.0,13782.83,0.014970369637012482,8,3.817558861985703e-05
流失户,DEV-OOS,gcard_v4,高意愿,1,33108,2.1833256e+07,410480.5,0.018800700083374977,58,0.0017518424549957715
流失户,DEV-OOS,gcard_v4,高意愿,2,73796,2.0145208e+07,580640.2,0.028822744265198708,100,0.0013550869965851808
流失户,DEV-OOS,gcard_v4,高意愿,3,103106,1.4993537e+07,542522.0,0.03618372231721878,120,0.0011638507943281672
流失户,DEV-OOS,gcard_v4,高意愿,4,67340,5.6790805e+06,128957.74,0.0227075032889843,45,0.0006682506682506682
流失户,DEV-OOS,gcard_v4,高意愿,5,135387,9.018452e+06,253317.9,0.028088845312595367,94,0.0006943059525656082
流失户,DEV-OOS,gcard_v4,高意愿,6,273212,8.705391e+06,470888.94,0.054091647267341614,130,0.00047582097418854224
流失户,DEV-OOS,gcard_v4,高意愿,7,84808,1.5078252e+06,57018.492,0.03781505301594734,26,0.0003065748514291105
流失户,DEV-OOS,gcard_v4,低意愿,合计,799128,7.642329e+06,169543.95,0.02218485437333584,60,7.508183920473317e-05
流失户,DEV-OOS,gcard_v4,中意愿,合计,742416,1.1899229e+07,327630.06,0.027533721178770065,72,9.6980668520075e-05
流失户,DEV-OOS,gcard_v4,高意愿,合计,770757,8.188275e+07,2.4438258e+06,0.029845427721738815,573,0.0007434249705159992
流失户,DEV-OOS,gcard_v4,合计,1,36848,2.1985704e+07,410480.5,0.0186703372746706,58,0.0015740338688666957
流失户,DEV-OOS,gcard_v4,合计,2,92270,2.1251892e+07,609792.1,0.0286935456097126,111,0.0012029912214154112
流失户,DEV-OOS,gcard_v4,合计,3,162742,1.7424018e+07,589962.6,0.03385915979743004,132,0.0008110997775620307
流失户,DEV-OOS,gcard_v4,合计,4,133688,7.341232e+06,167918.44,0.02287333272397518,56,0.0004188857638681108
流失户,DEV-OOS,gcard_v4,合计,5,325969,1.4241222e+07,374161.5,0.026273131370544434,124,0.00038040427157183656
流失户,DEV-OOS,gcard_v4,合计,6,1005987,1.5958936e+07,679987.0,0.04260854050517082,181,0.00017992280218332842
流失户,DEV-OOS,gcard_v4,合计,7,554797,3.2213038e+06,108697.54,0.03374333679676056,43,7.750582645544226e-05
流失户,DEV-OOS,gcard_v4,合计,合计,2312301,1.014243e+08,2.9409998e+06,0.028996992856264114,705,0.0003048911019802353
流失户,DEV-OOS,gcard_v5,低意愿,1,420,0.0,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v5,低意愿,2,2895,22056.66,8106.67,0.3675384223461151,1,0.0003454231433506045
流失户,DEV-OOS,gcard_v5,低意愿,3,13139,34882.81,1619.87,0.04643748700618744,1,7.610929294466855e-05
流失户,DEV-OOS,gcard_v5,低意愿,4,21392,44766.79,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v5,低意愿,5,57913,323111.4,1267.63,0.003923197742551565,1,1.7267280230690865e-05
流失户,DEV-OOS,gcard_v5,低意愿,6,389249,1.0866308e+06,30534.56,0.028100216761231422,8,2.0552397051758645e-05
流失户,DEV-OOS,gcard_v5,低意愿,7,286252,287081.4,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v5,中意愿,1,3731,394843.06,8241.93,0.020873937755823135,1,0.0002680246582685607
流失户,DEV-OOS,gcard_v5,中意愿,2,17129,1.285659e+06,51466.62,0.0400313138961792,4,0.00023352209702843133
流失户,DEV-OOS,gcard_v5,中意愿,3,48338,2.274893e+06,141770.84,0.062319785356521606,6,0.00012412594646034176
流失户,DEV-OOS,gcard_v5,中意愿,4,46168,1.3618088e+06,7983.09,0.005862122401595116,4,8.664009703690868e-05
流失户,DEV-OOS,gcard_v5,中意愿,5,134593,3.4264695e+06,67916.41,0.019821103662252426,15,0.0001114471034897803
流失户,DEV-OOS,gcard_v5,中意愿,6,356989,3.5943148e+06,130116.37,0.03620060533285141,26,7.283137575667597e-05
流失户,DEV-OOS,gcard_v5,中意愿,7,163379,544847.8,5800.24,0.010645614936947823,3,1.8362213013912436e-05
流失户,DEV-OOS,gcard_v5,高意愿,1,32710,2.159086e+07,402238.56,0.01863003894686699,57,0.001742586365025986
流失户,DEV-OOS,gcard_v5,高意愿,2,72268,1.9944176e+07,550218.8,0.027587944641709328,106,0.0014667626058559805
流失户,DEV-OOS,gcard_v5,高意愿,3,101278,1.5114243e+07,446571.94,0.029546430334448814,125,0.0012342265842532436
流失户,DEV-OOS,gcard_v5,高意愿,4,66154,5.9346565e+06,159935.34,0.026949385181069374,52,0.0007860446836170148
流失户,DEV-OOS,gcard_v5,高意愿,5,133467,1.0491641e+07,304977.47,0.029068615287542343,108,0.0008091887882397896
流失户,DEV-OOS,gcard_v5,高意愿,6,259750,1.127799e+07,519336.06,0.046048637479543686,147,0.0005659287776708374
流失户,DEV-OOS,gcard_v5,高意愿,7,105166,2.3893745e+06,102897.3,0.04306453466415405,40,0.00038035106403210163
流失户,DEV-OOS,gcard_v5,低意愿,合计,771260,1.7985298e+06,41528.73,0.02309037744998932,11,1.4262375852501101e-05
流失户,DEV-OOS,gcard_v5,中意愿,合计,770327,1.2882836e+07,413295.53,0.03208109736442566,59,7.659085037912471e-05
流失户,DEV-OOS,gcard_v5,高意愿,合计,770793,8.674294e+07,2.4861755e+06,0.028661414980888367,635,0.0008238268899691617
流失户,DEV-OOS,gcard_v5,合计,1,36861,2.1985704e+07,410480.5,0.0186703372746706,58,0.0015734787444724777
流失户,DEV-OOS,gcard_v5,合计,2,92292,2.1251892e+07,609792.1,0.0286935456097126,111,0.0012027044597581588
流失户,DEV-OOS,gcard_v5,合计,3,162755,1.7424018e+07,589962.6,0.03385915979743004,132,0.0008110349912445086
流失户,DEV-OOS,gcard_v5,合计,4,133714,7.341232e+06,167918.44,0.02287333272397518,56,0.00041880431368443097
流失户,DEV-OOS,gcard_v5,合计,5,325973,1.4241222e+07,374161.5,0.026273131370544434,124,0.0003803996036481549
流失户,DEV-OOS,gcard_v5,合计,6,1005988,1.5958936e+07,679987.0,0.04260854050517082,181,0.00017992262333149103
流失户,DEV-OOS,gcard_v5,合计,7,554797,3.2213038e+06,108697.54,0.03374333679676056,43,7.750582645544226e-05
流失户,DEV-OOS,gcard_v5,合计,合计,2312380,1.014243e+08,2.9409998e+06,0.028996992856264114,705,0.00030488068570044716
流失户,DEV-OOS,gcard_v6,低意愿,1,949,489.2,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v6,低意愿,2,1964,11552.83,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v6,低意愿,3,12907,289875.53,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v6,低意愿,4,21377,132421.69,2756.01,0.020812377333641052,1,4.6779248725265475e-05
流失户,DEV-OOS,gcard_v6,低意愿,5,56952,687807.7,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v6,低意愿,6,370335,1.5414668e+06,25831.84,0.016757961362600327,5,1.3501289373135134e-05
流失户,DEV-OOS,gcard_v6,低意愿,7,306310,408510.72,0.0,0.0,0,0.0
流失户,DEV-OOS,gcard_v6,中意愿,1,2245,133162.55,8241.93,0.061893753707408905,1,0.00044543429844097997
流失户,DEV-OOS,gcard_v6,中意愿,2,14102,588235.4,47627.3,0.08096639811992645,4,0.00028364770954474543
流失户,DEV-OOS,gcard_v6,中意愿,3,44271,1.1697325e+06,4739.5303,0.0040518068708479404,4,9.035260102550202e-05
流失户,DEV-OOS,gcard_v6,中意愿,4,45850,978677.6,11214.22,0.011458543129265308,5,0.00010905125408942203
流失户,DEV-OOS,gcard_v6,中意愿,5,133508,2.7349995e+06,56558.75,0.020679619163274765,14,0.00010486262995475927
流失户,DEV-OOS,gcard_v6,中意愿,6,383029,3.1501058e+06,134979.98,0.042849350720644,29,7.571228288197499e-05
流失户,DEV-OOS,gcard_v6,中意愿,7,147788,492557.12,12997.86,0.026388533413410187,6,4.0598695428586895e-05
流失户,DEV-OOS,gcard_v6,高意愿,1,33667,2.1852052e+07,402238.56,0.018407359719276428,57,0.0016930525440342174
流失户,DEV-OOS,gcard_v6,高意愿,2,76226,2.0652104e+07,562164.8,0.027220703661441803,107,0.0014037205153097367
流失户,DEV-OOS,gcard_v6,高意愿,3,105577,1.5964411e+07,585223.1,0.03665798529982567,128,0.0012123852733076333
流失户,DEV-OOS,gcard_v6,高意愿,4,66487,6.2301325e+06,153948.2,0.024710262194275856,50,0.0007520267119888099
流失户,DEV-OOS,gcard_v6,高意愿,5,135513,1.0818415e+07,317602.75,0.029357604682445526,110,0.0008117302399031827
流失户,DEV-OOS,gcard_v6,高意愿,6,252624,1.1267363e+07,519175.16,0.04607778787612915,147,0.0005818924567737033
流失户,DEV-OOS,gcard_v6,高意愿,7,100699,2.3202358e+06,95699.68,0.04124566912651062,37,0.0003674316527472964
流失户,DEV-OOS,gcard_v6,低意愿,合计,770794,3.0721245e+06,28587.85,0.009305563755333424,6,7.78418098739741e-06
流失户,DEV-OOS,gcard_v6,中意愿,合计,770793,9.24747e+06,276359.56,0.029884884133934975,63,8.173400640638927e-05
流失户,DEV-OOS,gcard_v6,高意愿,合计,770793,8.910471e+07,2.6360522e+06,0.029583757743239403,636,0.0008251242551502154
流失户,DEV-OOS,gcard_v6,合计,1,36861,2.1985704e+07,410480.5,0.0186703372746706,58,0.0015734787444724777
流失户,DEV-OOS,gcard_v6,合计,2,92292,2.1251892e+07,609792.1,0.0286935456097126,111,0.0012027044597581588
流失户,DEV-OOS,gcard_v6,合计,3,162755,1.7424018e+07,589962.6,0.03385915979743004,132,0.0008110349912445086
流失户,DEV-OOS,gcard_v6,合计,4,133714,7.341232e+06,167918.44,0.02287333272397518,56,0.00041880431368443097
流失户,DEV-OOS,gcard_v6,合计,5,325973,1.4241222e+07,374161.5,0.026273131370544434,124,0.0003803996036481549
流失户,DEV-OOS,gcard_v6,合计,6,1005988,1.5958936e+07,679987.0,0.04260854050517082,181,0.00017992262333149103
流失户,DEV-OOS,gcard_v6,合计,7,554797,3.2213038e+06,108697.54,0.03374333679676056,43,7.750582645544226e-05
流失户,DEV-OOS,gcard_v6,合计,合计,2312380,1.014243e+08,2.9409998e+06,0.028996992856264114,705,0.00030488068570044716
