feature,real_importance,null_p75,null_mean,score
m1_manual_rep_apl_suc_amt_sum,255.85709953308105,62.526588439941406,41.59988660812378,4.091972805758292
percent_true_followup_code_other_call_mode_manual_90d,98.97599983215332,24.39437508583069,13.299875044822693,4.057328768780097
d360_suc_ord_ddf_mdl_ord_crt_dte_min,382.89490127563477,96.87533640861511,94.0752377986908,3.952449771741737
m3_add_bathch_rep_apl_suc_cnt_rat,180.59703254699707,45.95635962486267,34.41568899154663,3.9297506160451614
credit_unique_scene_cnt_all,133.38764095306396,33.983622550964355,27.266693353652954,3.925056569617497
d15_suc_ord_days_cnt,37.393999099731445,9.720240116119385,6.431307983398438,3.8470242147331093
rsk_lmt_rate_ch_1m_grt_0p95_rate_3m,232.78890132904053,60.61959934234619,46.74498338699341,3.840159022074308
d60_apl_ord_prc_amt_max,234.5888204574585,61.1795916557312,46.123935556411745,3.8344293269810117
m3_manual_deduct_rep_apl_stg_pln_cnt_avg,115.08070182800293,30.108075737953186,23.48997895717621,3.822253631537675
m1_rep_apl_suc_stg_pln_cnt_avg,373.328501701355,98.50029039382935,62.00043725967407,3.7901258992099636
his_1080_day_prc_amt_3_000_flg_apl_ord_cnt,267.06129455566406,71.3790830373764,60.132581782341006,3.7414503407927238
cnt_avg_ord_span_30d_90d,476.8779592514038,129.90819585323334,100.80421364307404,3.6708843204178376
stg_pln_max_prc_amt_12m_ftr_his_rep_rto_cash,476.0592041015625,130.51554036140442,121.09583609104156,3.6475288903017176
mid_1_pmt_blc_not_eng_rat_3m,216.07800006866455,59.926047801971436,47.481787061691286,3.6057442129790522
ord_apl_min_prc_amt_his,793.1161088943481,220.4778493642807,179.16620151996614,3.5972598207992124
max_ddf_mdl_rep_dte_ftr,289.030797958374,80.39774966239929,63.58253598213196,3.595011044115691
f54__percent_true_call_mode_is_manual_called_phone_social_relations_is_self_is_can_contact_person_is_yes_90d,82.82701969146729,23.32592535018921,16.82900652885437,3.55085675907796
rsk_lmt_rate_ch_1m_grt_0p2_rate_6m,303.80369663238525,86.39385485649109,77.25241386890411,3.5164965973220417
d360_advrepay_large_than_ontimrepay_amt_months_count_sum,85.57564926147461,24.380424737930298,15.158697462081909,3.510014701603566
d60_d90_apl_ord_cnt_rat_all,148.1505994796753,42.420464754104614,32.969287514686584,3.4924322573655964
