feature,gain,split
ord_apl_sum_prc_amt_13_18,550.3490312099457,60
d180_due_repay_amt_avg_divide_d180_faqi_trade_amt_avg,547.6759208440781,45
3stg_pln_repay_amt_first_der_mean_diff,546.2763987183571,55
d360_apl_ord_prc_amt_min,545.6793394088745,48
18m_repay_amt_first_der_median,545.4858274459839,44
ord_apl_suc_cnt_360_day_07_12,545.4043083190918,26
bf_q4_q3_trend,543.0634880065918,50
stg_pln_max_prc_amt_6m_12m_ftr_cash,537.2329709529877,38
6m_repay_amt_first_der_max,536.504813015461,30
m6_stg_pln_d0_normal_batch_rep_apl_suc_cnt_rat,534.9687972068787,48
pmt_crd_amt_3m,534.4901225566864,50
credit_unique_scene_cnt_12m,533.609076499939,30
6m_used_lmt_first_der_mean_rto,532.6099967956543,53
12stg_pln_repay_amt_first_der_mean_diff,532.1082887649536,52
max_con_dau_7d,530.8925023078918,21
stg_pln_sum_rep_prc_his_d0_non_zd_v2,530.2108217477798,56
credit_reject_cnt_12m,527.6927906274796,51
min_rsk_avl_lmt_12m_bt_ch,526.3632316589355,35
d720_max_due_prc_amt_divide_d720_max_faqi_prc_amt,522.8408155441284,51
d180_repaid_gurantee_fee_sum_divide_d180_principal_sum,522.5286605358124,49
18m_used_lmt_second_der_mean_rto,522.025985956192,58
12stg_pln_repay_amt_first_der_sum,521.9335896968842,50
min_ddf_mdl_rep_dte_ftr,521.4340587854385,46
stg_pln_sum_rep_prc_his_ovd_0d_pls_3d_zd_rto_v2,518.396600484848,55
d60_apl_ord_prc_amt_max,516.9710297584534,32
12m_used_lmt_first_der_small_0_sum,515.992910861969,44
stg_pln_sum_rep_prc_his_d0_mrn_zd_v2,515.5749189853668,56
24stg_pln_repay_amt_first_der_mean_diff,514.8692727088928,53
12stg_pln_repay_amt_second_der_median,514.1301822662354,58
d720_max_ovd_repay_amt_divide_d720_max_fail_prc_amt,513.5252380371094,48
avg_avl_lmt_lft_rep_prc_all_cash_24m,512.6229662895203,43
sum_day_diff_shift1_event_type_loan_all,510.55677580833435,59
18stg_pln_repay_amt_second_der_mean_diff,510.5496802330017,49
3m_used_lmt_second_der_mean_diff,510.34874427318573,52
his_max_due_prc_amt_divide_his_max_faqi_prc_amt,506.45190292596817,60
d180_suc_ord_cnt_all,503.6337056159973,20
3m_repay_ftr_amt_first_der_mean_rto,502.79346919059753,52
3m_repay_amt_second_der_mean_diff,502.40834188461304,49
stg_pln_max_prc_amt_d0_rep_his_fst_ord,501.8127702474594,59
36stg_pln_repay_amt_first_der_sum,501.15247917175293,56
18m_repay_ftr_amt_first_der_mean_diff,500.1140263080597,44
12m_repay_ftr_amt_second_der_min,499.31164360046387,52
stg_pln_min_prc_amt_ftr,494.2799382209778,49
stg_pln_min_prc_amt_3m_ftr_his_rto_cash,492.2556800842285,50
median_amt_other_info_auto_deduct_all,491.70176911354065,55
rsk_avl_lmt_ch_les_1000_rate_12m,488.06613945961,41
12m_repay_amt_second_der_mean_diff,488.05610024929047,49
stg_pln_sum_prc_amt_adv_rep_his,486.38383054733276,50
3m_used_lmt_first_der_mean_rto,484.7492866516113,43
d720_unpaid_principal_tot_amt_t_day_divide_rsk_adt_lmt_cash_his_t_day_max,480.05362033843994,47
6m_used_lmt_first_der_max,479.69871973991394,41
credit_unique_scene_cnt_6m,479.63388776779175,24
d90_apl_ord_ddf_mdl_ord_crt_dte_max,479.4325180053711,38
stg_pln_min_prc_amt_1m_3m_ftr_rto_cash,479.2471330165863,50
m3_manual_rep_apl_suc_amt_sum,476.77802896499634,44
12stg_pln_repay_amt_first_der_mean_rto,474.82789850234985,51
stg_pln_cnt_adv_rct,474.126589179039,50
avg_avl_lmt_lft_rep_prc_all_cash_36m,473.41908073425293,45
24stg_pln_repay_amt_second_der_mean_rto,472.2807011604309,46
18ord_apply_amt_first_der_max,469.9626307487488,47
credit_unique_fund_cnt_36m,469.63147020339966,51
pmt_crd_amt_pmonth_his,463.0689173936844,47
m6_payment_not_eng_mdl_crt_ddf_avg,462.92095041275024,50
24stg_pln_repay_amt_first_der_mean_rto,462.25834918022156,50
3m_repay_ftr_amt_second_der_mean_diff,459.32932245731354,44
d90_apl_ord_stg_num_sum,458.2051348686218,21
3m_repay_ftr_amt_first_der_mean_diff,457.534951210022,44
12m_repay_ftr_amt_second_der_max,456.7825300693512,42
6m_repay_amt_first_der_mean_rto,455.15654134750366,40
m1_rep_apl_suc_stg_pln_cnt_max,454.4534935951233,26
18m_used_lmt_first_der_mean_rto,453.1106001138687,45
12m_used_lmt_first_der_great_0_sum,452.1232018470764,43
stg_pln_avg_prc_amt_6m_12m_ftr_rto_all,450.7798662185669,43
stg_pln_avg_prc_amt_12m_ftr_his_rto_all,450.17217206954956,48
stg_pln_pay_off_sum_prc_amt_6m_12m_rto,449.909982919693,40
d30_d60_apl_ord_cnt_rat,449.33229994773865,10
stg_pln_pay_off_cnt_bjq_12m,447.3684022426605,39
ddf_36m_rep_dte_0_crt_dt_rep_prc_amt_rto,444.13477075099945,43
d30_d180_his_rep_amt_sum_rat_all,443.77826976776123,37
12m_repay_amt_first_der_mean_rto,443.2243502140045,51
heavy_his_sum_fail_prc_amt_divide_light_his_sum_ontim_repay_amt,443.02772283554077,42
m3_manual_rep_apl_suc_amt_avg,441.1589832305908,38
stg_pln_avg_prc_amt_2m_ftr_his_rto_all,438.94100069999695,46
3m_repay_amt_first_der_sum,437.66910004615784,38
ord_apl_sum_prc_amt_360_day_19_23,437.55595874786377,45
af_1y_inter_3m_sum_up,437.38634872436523,24
m3_manual_rep_apl_suc_stg_pln_cnt_avg,435.9386217594147,34
d90_due_repay_amt_avg_divide_d90_faqi_trade_amt_avg,434.42424035072327,39
d15_d30_apl_ord_prc_amt_avg_rat_all,434.16994029283524,33
6m_repay_ftr_amt_first_der_mean_rto,432.7421849966049,46
3m_used_lmt_first_der_max,431.5661609172821,39
stg_pln_sum_rep_prc_his_d0_afn_pk,429.75656270980835,46
d720_trade_fail_count_mon_divide_his_trade_success_count_mon,427.6108566522598,45
d720_repaid_interest_fee_sum,427.34044075012207,38
m3_manual_deduct_rep_apl_cnt_rat,425.407301902771,20
d360_due_repay_amt_sum_divide_d360_faqi_trade_amt_sum,425.10705280303955,37
cnt_event_type_loan_type_heavy_all,424.3683010339737,45
ddf_3m_rep_dte_5_crt_dt_max_prc_amt,424.34166431427,13
3m_repay_amt_second_der_mean_rto,423.3179597854614,43
m6_rep_apl_suc_stg_pln_cnt_avg,421.9408701658249,38
m6_payment_not_eng_mdl_crt_ddf_max,420.9426121711731,39
bf_q2_q1_trend,419.0252511501312,42
ord_apl_sum_prc_amt_360_day_bjq_12m,418.6527395248413,47
m6_normal_batch_rep_apl_cnt_rat,418.58529925346375,43
12m_repay_amt_first_der_median,417.4012632369995,39
his_3d_app_str_ctn_v2,416.2988905906677,22
12m_repay_ftr_amt_second_der_mean_rto,413.8607907295227,38
3m_repay_amt_second_der_median,413.79863023757935,43
d30_apl_ord_ddf_mdl_ord_crt_dte_max,413.6350197792053,35
12m_repay_amt_second_der_avg,412.67009925842285,37
d180_apl_ord_stg_num_avg,411.07678508758545,28
m3_stg_pln_rep_apl_fal_cnt_max,410.5148301124573,27
last_event_type_day_diff_shift1_event_type_repay_all,408.09713768959045,45
6m_used_lmt_second_der_min,407.3947687149048,39
avg_avl_lmt_lft_rep_prc_all_cash_12m,406.95127987861633,35
lag_his_rep_amt_sum_per_mth_all_rat_max,406.8291416168213,47
af_1m_trend,406.53876757621765,42
ord_apl_suc_sum_prc_amt_19_23,406.29023921489716,47
6m_repay_amt_second_der_median,403.65473985671997,39
avg_ddf_rep_dte_ord_crt_tim_3,402.8574977517128,42
d1080_repaid_interest_fee_stddev,400.5555523633957,45
18m_repay_ftr_amt_second_der_mean_diff,397.19209909439087,40
ddf_24m_rep_dte_neg_7_crt_dt_ord_cnt,394.9095401763916,18
ftr_pending_repay_interest_fee_sum,394.3319797515869,40
d1080_max_adv_repay_amt_divide_d1080_max_faqi_prc_amt,393.8337697982788,40
m3_normal_batch_rep_apl_suc_amt_sum,393.7258620262146,36
stg_pln_sum_rep_prc_his_d0_dwn_zd_v2,391.2345083579421,41
credit_loan_avg_days_36m,391.13189935684204,38
stg_pln_pay_off_max_prc_amt_pday_bjq_12m,390.10534876585007,45
12m_repay_ftr_amt_second_der_sum,387.6213221549988,34
m6_manual_work_day_rep_apl_suc_cnt_rat,386.7138087749481,40
cnt_other_info_auto_deduct_uid_recent_days_540,386.68993520736694,30
d360_light_limit_divide_btch_adt_limit,383.824667930603,32
stg_pln_max_prc_amt_adv_rep_his,383.5023798942566,38
d360_apl_ord_prc_amt_per_stg_max,383.0952124595642,33
d360_repaid_exclude_principal_fee_max,382.1678285598755,37
rsi_af_1y_inter_1m,381.3161482810974,36
rsk_avl_lmt_ch_les_5000_cnt_1m,378.61889839172363,12
pst_ord_apl_suc_sum_prc_amt_90_180_day_rto,378.36655950546265,27
ddf_12m_rep_dte_7_crt_dt_rep_prc_amt_rto,376.42636919021606,35
ord_apl_cnt_13_18,375.87723484635353,36
6stg_pln_repay_amt_first_der_median,371.7822415828705,41
d360_max_due_prc_amt_divide_d360_max_faqi_prc_amt,370.1635479927063,36
18stg_pln_repay_amt_first_der_mean_rto,368.9127804040909,40
d365_aplord_suc_month_cnt,368.63740253448486,9
24stg_pln_repay_amt_second_der_avg,368.0420479774475,38
stg_pln_cnt_3m_6m_ftr_rto_all,366.8104066848755,30
min_rsk_avl_lmt_3m_bt_ch,366.6053705215454,33
m3_rep_apl_fal_stg_pln_cnt_avg,366.2932810783386,35
max_ddf_mdl_rep_dte_his_bjq,364.29486107826233,42
