segment_column,segment_value,count,ratio
credit_limit,46300.0,352,0.00021284250561583743
credit_limit,73900.0,352,0.00021284250561583743
credit_limit,51500.0,351,0.0002122378394067015
credit_limit,51900.0,350,0.0002116331731975656
credit_limit,44400.0,349,0.0002110285069884297
credit_limit,55300.0,349,0.0002110285069884297
credit_limit,50600.0,345,0.0002086098421518861
credit_limit,62300.0,343,0.0002074005097336143
credit_limit,62100.0,343,0.0002074005097336143
credit_limit,60900.0,342,0.0002067958435244784
credit_limit,55600.0,341,0.0002061911773153425
credit_limit,66000.0,341,0.0002061911773153425
credit_limit,80600.0,339,0.0002049818448970707
credit_limit,50200.0,338,0.00020437717868793478
credit_limit,50900.0,335,0.0002025631800605271
credit_limit,600.0,334,0.00020195851385139117
credit_limit,96000.0,333,0.00020135384764225528
credit_limit,57000.0,332,0.00020074918143311938
credit_limit,77800.0,331,0.00020014451522398349
credit_limit,50100.0,331,0.00020014451522398349
credit_limit,56600.0,331,0.00020014451522398349
credit_limit,51300.0,330,0.0001995398490148476
credit_limit,48800.0,329,0.00019893518280571167
credit_limit,71200.0,329,0.00019893518280571167
credit_limit,58000.0,328,0.00019833051659657577
credit_limit,59800.0,327,0.00019772585038743988
credit_limit,46100.0,326,0.00019712118417830398
credit_limit,48500.0,326,0.00019712118417830398
credit_limit,54400.0,325,0.00019651651796916806
credit_limit,87700.0,325,0.00019651651796916806
credit_limit,72600.0,322,0.00019470251934176037
credit_limit,71000.0,322,0.00019470251934176037
credit_limit,58800.0,322,0.00019470251934176037
credit_limit,84000.0,321,0.00019409785313262445
credit_limit,46400.0,319,0.00019288852071435266
credit_limit,59400.0,319,0.00019288852071435266
credit_limit,62000.0,318,0.00019228385450521676
credit_limit,81300.0,318,0.00019228385450521676
credit_limit,49100.0,317,0.00019167918829608087
credit_limit,53700.0,315,0.00019046985587780905
credit_limit,60000.0,314,0.00018986518966867315
credit_limit,63500.0,313,0.00018926052345953726
credit_limit,58200.0,312,0.00018865585725040134
credit_limit,64100.0,312,0.00018865585725040134
credit_limit,54100.0,310,0.00018744652483212955
credit_limit,54300.0,309,0.00018684185862299365
credit_limit,57400.0,307,0.00018563252620472183
credit_limit,53300.0,307,0.00018563252620472183
credit_limit,66400.0,307,0.00018563252620472183
credit_limit,55200.0,306,0.00018502785999558594
credit_limit,53900.0,306,0.00018502785999558594
