feature,gain,split
light_his_sum_faqi_prc_amt_divide_heavy_his_sum_ontim_repay_amt,1245.0160369873047,93
percent_true_followup_code_wfjt_is_can_contact_person_yes_90d,1243.7856607437134,64
af_9m_inter_1m_sum_down,1233.1603302955627,84
stg_pln_max_prc_amt_adv_rct_36m,1229.498745918274,86
percent_true_followup_code_other_called_phone_social_relations_family_180d,1228.8253774642944,59
heavy_unpaid_principal_future_divide_his_light_limit_max,1228.2863245010376,91
payment_day_6m,1227.9809837341309,91
d360_schedule_pay_penalty_sum_divide_d360_principal_sum,1227.0154638290405,68
last_amt_type_light_all,1213.7120513916016,90
f54__percent_true_call_mode_is_ai_called_phone_social_relations_is_self_15d,1211.3227186203003,87
