mdl_month,score_version,score_decile,score_min,score_max,n_samples,pct,bad_rate,baseline_pct,psi_component,month_psi,lower_bound,upper_bound
2025-08,model_score,010,0.6114009870808139,0.9983048832626005,127975,0.10664583333333333,0.8150341863645243,0.1,0.0004276141139614721,0.005392097166944832,"(0.611401, 0.998305]","(0.611401, +inf)"
2025-09,model_score,001,0.001221991393305739,0.0028423840019584593,135238,0.11269833333333333,0.002188733935728124,0.1,0.0015180152288430772,0.0015180152288430772,"(-inf, 0.002842]","(0.001222, 0.002842]"
2025-09,model_score,002,0.0028423840019584593,0.003555555796704264,143178,0.119315,0.0034362821103800863,0.1,0.0034109685181116602,0.004928983746954737,"(0.002842, 0.003556]","(0.002842, 0.003556]"
2025-09,model_score,003,0.003555555796704264,0.0055047910342660164,134265,0.1118875,0.005168882433992478,0.1,0.001335248176434081,0.006264231923388818,"(0.003556, 0.005505]","(0.003556, 0.005505]"
2025-09,model_score,004,0.0055047910342660164,0.010570912098444605,123129,0.1026075,0.009120515881717549,0.1,6.711924940578235e-05,0.0063313511727946005,"(0.005505, 0.010571]","(0.005505, 0.010571]"
2025-09,model_score,005,0.010570912098444605,0.02137404599316172,117235,0.09769583333333333,0.0172218194225274,0.1,5.371306375570392e-05,0.006385064236550305,"(0.010571, 0.021374]","(0.010571, 0.021374]"
2025-09,model_score,006,0.02137404599316172,0.06737391945926852,112284,0.09357,0.043176231698193866,0.1,0.0004273401578827352,0.00681240439443304,"(0.021374, 0.067374]","(0.021374, 0.067374]"
2025-09,model_score,007,0.06737391945926852,0.15927393359619255,107327,0.08943916666666667,0.11911261844643006,0.1,0.001178710384717244,0.007991114779150285,"(0.067374, 0.159274]","(0.067374, 0.159274]"
2025-09,model_score,008,0.15927393359619255,0.3334078518484495,106077,0.0883975,0.25426812598395504,0.1,0.0014308956847768521,0.009422010463927138,"(0.159274, 0.333408]","(0.159274, 0.333408]"
2025-09,model_score,009,0.3334078518484495,0.6114009870808139,108863,0.09071916666666667,0.48800786309398053,0.1,0.0009039673832691051,0.010325977847196244,"(0.333408, 0.611401]","(0.333408, 0.611401]"
2025-09,model_score,010,0.6114009870808139,0.9983048832626005,112401,0.0936675,0.8132756826006886,0.1,0.00041426523848709415,0.010740243085683337,"(0.611401, 0.998305]","(0.611401, +inf)"
2025-10,model_score,001,0.001221991393305739,0.0028423840019584593,140900,0.11741666666666667,0.0019020581973030518,0.1,0.0027963969424684154,0.0027963969424684154,"(-inf, 0.002842]","(0.001222, 0.002842]"
2025-10,model_score,002,0.0028423840019584593,0.003555555796704264,147452,0.12287666666666666,0.0031874779589290076,0.1,0.004712843977121567,0.007509240919589983,"(0.002842, 0.003556]","(0.002842, 0.003556]"
2025-10,model_score,003,0.003555555796704264,0.0055047910342660164,136213,0.11351083333333334,0.00483801105621343,0.1,0.0017122021600530634,0.009221443079643047,"(0.003556, 0.005505]","(0.003556, 0.005505]"
2025-10,model_score,004,0.0055047910342660164,0.010570912098444605,124471,0.10372583333333334,0.009070385873014598,0.1,0.0001362947623082295,0.009357737841951276,"(0.005505, 0.010571]","(0.005505, 0.010571]"
2025-10,model_score,005,0.010570912098444605,0.02137404599316172,118955,0.09912916666666667,0.01744357109831449,0.1,7.616719757007987e-06,0.009365354561708283,"(0.010571, 0.021374]","(0.010571, 0.021374]"
2025-10,model_score,006,0.02137404599316172,0.06737391945926852,112590,0.093825,0.04244604316546763,0.1,0.00039358734297126704,0.00975894190467955,"(0.021374, 0.067374]","(0.021374, 0.067374]"
2025-10,model_score,007,0.06737391945926852,0.15927393359619255,105312,0.08776,0.11659639927073838,0.1,0.0015981078890584663,0.011357049793738017,"(0.067374, 0.159274]","(0.067374, 0.159274]"
2025-10,model_score,008,0.15927393359619255,0.3334078518484495,102491,0.08540916666666666,0.248538896098194,0.1,0.0023012188559739894,0.013658268649712008,"(0.159274, 0.333408]","(0.159274, 0.333408]"
2025-10,model_score,009,0.3334078518484495,0.6114009870808139,107427,0.0895225,0.47545775270648905,0.1,0.0011596517499656144,0.014817920399677623,"(0.333408, 0.611401]","(0.333408, 0.611401]"
2025-10,model_score,010,0.6114009870808139,0.9983048832626005,104183,0.08681916666666667,0.8007928356833649,0.1,0.0018630155544192173,0.01668093595409684,"(0.611401, 0.998305]","(0.611401, +inf)"
2025-11,model_score,001,0.001221991393305739,0.0028423840019584593,143951,0.11995916666666667,0.0016255531396100061,0.1,0.0036321935223092064,0.0036321935223092064,"(-inf, 0.002842]","(0.001222, 0.002842]"
2025-11,model_score,002,0.0028423840019584593,0.003555555796704264,148889,0.12407416666666667,0.0028611918946329145,0.1,0.005193022099447894,0.0088252156217571,"(0.002842, 0.003556]","(0.002842, 0.003556]"
2025-11,model_score,003,0.003555555796704264,0.0055047910342660164,138755,0.11562916666666667,0.004648481135814926,0.1,0.00226963703192677,0.01109485265368387,"(0.003556, 0.005505]","(0.003556, 0.005505]"
